epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,5804.95,0.96877,0.81307,1.20287,0.82607,0.66884,0.73078,0.47945,1.37192,1.19191,1.44311,0.000404375,0.000404375,0.000404375
43,5940.99,0.88407,0.74628,1.14457,0.72712,0.74686,0.73782,0.47907,1.38998,1.19233,1.47161,0.00038375,0.00038375,0.00038375
44,6065.88,0.93519,0.84983,1.1936,0.84605,0.67077,0.75099,0.49471,1.40884,1.21491,1.47328,0.000363125,0.000363125,0.000363125
45,6195.32,0.91238,0.76197,1.15934,0.82999,0.67695,0.74029,0.47931,1.41331,1.23768,1.49078,0.0003425,0.0003425,0.0003425
46,6328.95,0.85642,0.74022,1.12335,0.79652,0.66857,0.72636,0.4926,1.36612,1.30331,1.4765,0.000321875,0.000321875,0.000321875
47,6464.38,0.87349,0.70411,1.12059,0.80506,0.63918,0.72627,0.48691,1.39065,1.24177,1.51192,0.00030125,0.00030125,0.00030125
48,6598.12,0.91034,0.75281,1.18789,0.81374,0.62537,0.70675,0.46163,1.42408,1.25353,1.49454,0.000280625,0.000280625,0.000280625
49,6727.84,0.90518,0.76653,1.16841,0.74788,0.69371,0.7305,0.47933,1.42642,1.22246,1.47714,0.00026,0.00026,0.00026
50,6860.8,0.85181,0.69571,1.11464,0.72921,0.68482,0.71305,0.45987,1.40543,1.24454,1.49192,0.000239375,0.000239375,0.000239375
51,6985.18,0.75281,0.55901,1.05243,0.75849,0.6923,0.72862,0.47817,1.42959,1.26377,1.50533,0.00021875,0.00021875,0.00021875
52,7119.05,0.74172,0.53509,1.06808,0.81711,0.72076,0.75579,0.49569,1.42501,1.18456,1.50361,0.000198125,0.000198125,0.000198125
53,7252.33,0.7041,0.51396,1.03836,0.85866,0.6924,0.76664,0.50469,1.38519,1.16169,1.50434,0.0001775,0.0001775,0.0001775
54,7383.86,0.68593,0.51044,1.02541,0.85298,0.70753,0.76745,0.51314,1.36935,1.13152,1.51094,0.000156875,0.000156875,0.000156875
55,7523.1,0.6925,0.5239,1.0586,0.86438,0.66462,0.75397,0.50285,1.39348,1.16783,1.53802,0.00013625,0.00013625,0.00013625
56,7655.29,0.69138,0.49473,1.02972,0.77879,0.73926,0.76564,0.49669,1.37072,1.16021,1.50665,0.000115625,0.000115625,0.000115625
57,7781.81,0.69485,0.49116,1.04131,0.78018,0.70756,0.76618,0.49809,1.34774,1.16596,1.48943,9.5e-05,9.5e-05,9.5e-05
58,7914.68,0.66469,0.47583,1.02821,0.79606,0.71901,0.76284,0.49641,1.35731,1.15221,1.50215,7.4375e-05,7.4375e-05,7.4375e-05
59,8040.83,0.65831,0.48754,1.02433,0.89527,0.63719,0.75994,0.49973,1.36386,1.14508,1.50302,5.375e-05,5.375e-05,5.375e-05
60,8181.75,0.64892,0.45996,1.0028,0.84166,0.69624,0.76247,0.49879,1.37339,1.16647,1.50641,3.3125e-05,3.3125e-05,3.3125e-05
