epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,10126.3,1.17135,1.15037,1.41001,0.69474,0.56083,0.63616,0.38384,1.54887,1.50754,1.69362,0.000737321,0.000737321,0.000737321
31,10468.1,1.18219,1.2078,1.42116,0.69476,0.64844,0.68592,0.42067,1.49468,1.3871,1.73501,0.000719643,0.000719643,0.000719643
32,10816.7,1.17469,1.15483,1.40857,0.78828,0.59291,0.67515,0.3978,1.51203,1.35958,1.68908,0.000701964,0.000701964,0.000701964
33,11157.6,1.17413,1.08513,1.40409,0.81159,0.59804,0.68146,0.42196,1.46428,1.46086,1.64038,0.000684286,0.000684286,0.000684286
34,11492.3,1.17513,1.10903,1.38599,0.78578,0.63922,0.6782,0.44403,1.41188,1.32008,1.60691,0.000666607,0.000666607,0.000666607
35,11830.3,1.15307,1.09522,1.36524,0.67302,0.50155,0.5621,0.37527,1.45802,2.22813,1.66413,0.000648929,0.000648929,0.000648929
36,12168.8,1.1461,1.08461,1.36676,0.70867,0.62477,0.65217,0.43239,1.42699,1.41757,1.67086,0.00063125,0.00063125,0.00063125
37,12513.2,1.10853,1.02891,1.36354,0.65403,0.6205,0.68073,0.43832,1.45178,1.33565,1.67477,0.000613571,0.000613571,0.000613571
38,12852.9,1.05682,0.97439,1.32238,0.70926,0.62371,0.67295,0.42431,1.53218,1.35725,1.73403,0.000595893,0.000595893,0.000595893
39,13190,1.10463,0.98216,1.38239,0.73589,0.5921,0.65953,0.42783,1.52957,1.39338,1.77293,0.000578214,0.000578214,0.000578214
40,13524,1.08952,0.99045,1.34248,0.84434,0.59415,0.69504,0.44915,1.46932,1.31044,1.6874,0.000560536,0.000560536,0.000560536
41,13858.8,1.09038,0.87771,1.31763,0.85046,0.63783,0.72785,0.45597,1.45156,1.29554,1.65918,0.000542857,0.000542857,0.000542857
42,14193.4,1.09269,0.96382,1.35936,0.84231,0.64065,0.73499,0.45258,1.48579,1.19665,1.70134,0.000525179,0.000525179,0.000525179
43,14539.5,1.01871,0.8628,1.27913,0.77811,0.64594,0.74047,0.45522,1.47434,1.23792,1.70033,0.0005075,0.0005075,0.0005075
44,14880.7,1.05719,1.01842,1.34686,0.81255,0.61577,0.69362,0.43423,1.45667,1.32192,1.63657,0.000489821,0.000489821,0.000489821
45,15218.3,1.045,0.87011,1.30767,0.85158,0.5526,0.68114,0.43875,1.43428,1.31527,1.66567,0.000472143,0.000472143,0.000472143
46,15556.9,0.9838,0.82946,1.26549,0.75761,0.69235,0.71267,0.44983,1.42235,1.28608,1.6907,0.000454464,0.000454464,0.000454464
47,15894,0.96959,0.80565,1.2334,0.75747,0.7003,0.74576,0.47557,1.43843,1.16998,1.6999,0.000436786,0.000436786,0.000436786
48,16227.7,1.03663,0.91268,1.3223,0.85046,0.64797,0.74542,0.47934,1.39208,1.2001,1.58567,0.000419107,0.000419107,0.000419107
49,16570.7,0.99319,0.87147,1.28254,0.86254,0.61113,0.73796,0.4893,1.36269,1.23806,1.59679,0.000401429,0.000401429,0.000401429
50,16901.3,0.97664,0.7933,1.24997,0.85119,0.68949,0.76442,0.51051,1.36244,1.1995,1.6235,0.00038375,0.00038375,0.00038375
51,17243,0.98256,0.803,1.28029,0.7494,0.67044,0.73604,0.48868,1.38199,1.17101,1.61915,0.000366071,0.000366071,0.000366071
52,17577.1,0.96831,0.75906,1.26861,0.87704,0.6202,0.74662,0.48124,1.37209,1.15996,1.63151,0.000348393,0.000348393,0.000348393
53,17911.9,0.95647,0.76414,1.24094,0.86733,0.57317,0.72988,0.47664,1.38801,1.12264,1.64708,0.000330714,0.000330714,0.000330714
54,18247.1,0.96905,0.79651,1.2855,0.79089,0.63336,0.69749,0.45655,1.4096,1.19886,1.64058,0.000313036,0.000313036,0.000313036
55,18585.3,0.92695,0.73022,1.22477,0.77096,0.66051,0.74019,0.47709,1.39096,1.08908,1.61367,0.000295357,0.000295357,0.000295357
56,18916.6,0.90451,0.80475,1.22525,0.81939,0.66748,0.73306,0.47482,1.39563,1.12624,1.6323,0.000277679,0.000277679,0.000277679
57,19245.9,0.91821,0.75467,1.22881,0.85554,0.65935,0.75218,0.48321,1.36466,1.0908,1.59664,0.00026,0.00026,0.00026
58,19585,0.86906,0.67048,1.17609,0.82964,0.68232,0.74102,0.49028,1.35939,1.0872,1.59337,0.000242321,0.000242321,0.000242321
59,19925.6,0.86771,0.73794,1.20075,0.86833,0.64219,0.73783,0.48558,1.3553,1.15443,1.59406,0.000224643,0.000224643,0.000224643
60,20265.1,0.86134,0.67649,1.21269,0.85317,0.6605,0.73399,0.4842,1.38527,1.18236,1.62481,0.000206964,0.000206964,0.000206964
61,20608.9,0.76108,0.53791,1.17298,0.79036,0.68655,0.74245,0.48032,1.40943,1.18719,1.64279,0.000189286,0.000189286,0.000189286
62,20942.7,0.76291,0.56083,1.18831,0.79697,0.6679,0.74248,0.49538,1.37037,1.15206,1.63845,0.000171607,0.000171607,0.000171607
63,21275.1,0.75435,0.5264,1.16795,0.80085,0.6865,0.75028,0.50453,1.35301,1.15441,1.6336,0.000153929,0.000153929,0.000153929
64,21607.7,0.73466,0.51301,1.16272,0.87557,0.64752,0.74605,0.4987,1.36796,1.19877,1.65198,0.00013625,0.00013625,0.00013625
65,21943.5,0.74368,0.50862,1.15535,0.80314,0.7017,0.7522,0.49335,1.38025,1.15314,1.64866,0.000118571,0.000118571,0.000118571
66,22274.4,0.73138,0.50405,1.15335,0.78219,0.72357,0.75351,0.48848,1.3844,1.12951,1.66754,0.000100893,0.000100893,0.000100893
67,22606.6,0.7059,0.46557,1.11353,0.81576,0.72157,0.75037,0.49277,1.38666,1.14528,1.66722,8.32143e-05,8.32143e-05,8.32143e-05
68,22933.9,0.69394,0.49054,1.12667,0.83244,0.69516,0.75785,0.50323,1.38005,1.1399,1.65613,6.55357e-05,6.55357e-05,6.55357e-05
69,23263.8,0.68443,0.44908,1.13997,0.84992,0.68293,0.76038,0.5126,1.36807,1.12496,1.64742,4.78571e-05,4.78571e-05,4.78571e-05
70,23593.8,0.70053,0.51022,1.14286,0.85667,0.69711,0.76753,0.52176,1.36524,1.12328,1.64348,3.01786e-05,3.01786e-05,3.01786e-05
