epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,468.527,1.10889,1.27518,1.2069,0.33724,0.8125,0.87899,0.57255,1.35678,2.41547,1.33171,0.000495062,0.000495062,0.000495062
30,484.103,0.94713,1.26211,1.22415,0.33724,0.8125,0.87899,0.57255,1.35678,2.41547,1.33171,0.000473064,0.000473064,0.000473064
31,501.294,0.91723,1.1106,1.16475,0.50401,0.83409,0.9206,0.59379,1.26817,2.40726,1.196,0.000451066,0.000451066,0.000451066
32,518.637,1.03141,1.23561,1.1756,0.50401,0.83409,0.9206,0.59379,1.26817,2.40726,1.196,0.000429068,0.000429068,0.000429068
33,536.105,0.90142,1.06166,1.06702,0.58297,0.87875,0.9825,0.71884,1.29384,2.13106,1.20199,0.00040707,0.00040707,0.00040707
34,552.662,0.87969,1.07895,1.1295,0.58297,0.87875,0.9825,0.71884,1.29384,2.13106,1.20199,0.000385073,0.000385073,0.000385073
35,569.162,0.87156,1.06996,1.12099,0.71206,0.91919,0.995,0.73447,1.2115,1.79629,1.16463,0.000363075,0.000363075,0.000363075
36,585.744,1.01057,1.17127,1.15863,0.71206,0.91919,0.995,0.73447,1.2115,1.79629,1.16463,0.000341077,0.000341077,0.000341077
37,601.026,0.75861,0.97787,1.10776,0.77503,0.86636,0.9825,0.7784,1.10489,1.78363,1.14256,0.000319079,0.000319079,0.000319079
38,616.747,0.86879,0.9909,1.15023,0.77503,0.86636,0.9825,0.7784,1.10489,1.78363,1.14256,0.000297081,0.000297081,0.000297081
39,632.471,0.77437,0.88801,1.02801,0.68012,0.8125,0.9325,0.7315,1.07827,1.81433,1.16547,0.000275084,0.000275084,0.000275084
40,647.609,0.92866,1.09977,1.16145,0.68012,0.8125,0.9325,0.7315,1.07827,1.81433,1.16547,0.000253086,0.000253086,0.000253086
41,662.844,0.76524,1.0208,1.01903,0.75203,0.78988,0.91464,0.74955,0.94529,1.64235,1.06816,0.000231088,0.000231088,0.000231088
42,679.51,0.82701,0.96407,1.12713,0.75203,0.78988,0.91464,0.74955,0.94529,1.64235,1.06816,0.00020909,0.00020909,0.00020909
43,695.155,0.82187,0.86844,1.12933,0.76994,0.83934,0.95333,0.80929,0.90461,1.55868,1.01225,0.000187092,0.000187092,0.000187092
44,710.895,0.69195,0.87736,1.06374,0.76994,0.83934,0.95333,0.80929,0.90461,1.55868,1.01225,0.000165095,0.000165095,0.000165095
45,726.338,0.74011,0.89701,1.06668,0.84145,0.83245,0.96821,0.79814,0.99168,1.42501,1.06077,0.000143097,0.000143097,0.000143097
46,741.739,0.70249,0.88963,1.00061,0.84145,0.83245,0.96821,0.79814,0.99168,1.42501,1.06077,0.000121099,0.000121099,0.000121099
47,757.296,0.79126,0.84482,1.06447,0.83617,0.85258,0.9575,0.77717,1.04032,1.39569,1.09411,9.91012e-05,9.91012e-05,9.91012e-05
48,774.908,0.69759,0.78291,1.03081,0.83617,0.85258,0.9575,0.77717,1.04032,1.39569,1.09411,7.71034e-05,7.71034e-05,7.71034e-05
49,790.785,0.753,0.79879,1.02718,0.83229,0.8752,0.9575,0.72186,1.04946,1.4221,1.12617,5.51056e-05,5.51056e-05,5.51056e-05
50,806.233,0.63755,0.78491,1.04433,0.83229,0.8752,0.9575,0.72186,1.04946,1.4221,1.12617,3.31078e-05,3.31078e-05,3.31078e-05
