epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,930.787,1.28684,1.84973,1.58734,0.58302,0.32328,0.4756,0.32667,1.60403,4.04331,2.18014,0.000783575,0.000783575,0.000783575
24,969.539,1.05977,1.4351,1.34288,0.58302,0.32328,0.4756,0.32667,1.60403,4.04331,2.18014,0.000801223,0.000801223,0.000801223
25,1017.02,0.97083,1.33745,1.24284,0.53019,0.64326,0.74051,0.47399,1.36549,6.61615,2.03359,0.000817457,0.000817457,0.000817457
26,1059.76,1.03943,1.51767,1.34063,0.53019,0.64326,0.74051,0.47399,1.36549,6.61615,2.03359,0.000808036,0.000808036,0.000808036
27,1106.46,0.97669,1.37109,1.32878,0.44004,0.67472,0.73018,0.35988,2.00505,6.66084,2.68824,0.000790357,0.000790357,0.000790357
28,1150.49,1.05911,1.28956,1.41154,0.44004,0.67472,0.73018,0.35988,2.00505,6.66084,2.68824,0.000772679,0.000772679,0.000772679
29,1188.79,1.19807,1.29019,1.32101,0.78963,0.75,0.74722,0.30193,2.08069,2.81225,3.03226,0.000755,0.000755,0.000755
30,1232.27,0.97823,1.24846,1.40053,0.78963,0.75,0.74722,0.30193,2.08069,2.81225,3.03226,0.000737321,0.000737321,0.000737321
31,1275.91,1.16845,1.20123,1.45547,0.93243,0.42568,0.64689,0.30377,2.02924,2.35729,3.02975,0.000719643,0.000719643,0.000719643
32,1315.9,1.12396,1.23886,1.42301,0.93243,0.42568,0.64689,0.30377,2.02924,2.35729,3.02975,0.000701964,0.000701964,0.000701964
33,1353.56,1.04183,1.07834,1.18592,0.90114,0.3683,0.48113,0.29455,1.88238,2.36485,2.47568,0.000684286,0.000684286,0.000684286
34,1397.33,1.04896,1.26834,1.25542,0.90114,0.3683,0.48113,0.29455,1.88238,2.36485,2.47568,0.000666607,0.000666607,0.000666607
35,1444.77,1.01096,1.18729,1.31061,0.26398,0.52488,0.61769,0.38897,1.59713,2.1603,2.11242,0.000648929,0.000648929,0.000648929
36,1485.83,1.28079,1.17477,1.47521,0.26398,0.52488,0.61769,0.38897,1.59713,2.1603,2.11242,0.00063125,0.00063125,0.00063125
37,1520.39,0.98841,1.10915,1.41047,0.63035,0.8125,0.83701,0.60653,1.37679,1.97018,1.82927,0.000613571,0.000613571,0.000613571
38,1564.5,1.13078,1.07092,1.35482,0.63035,0.8125,0.83701,0.60653,1.37679,1.97018,1.82927,0.000595893,0.000595893,0.000595893
39,1609.88,0.95332,0.95916,1.19287,0.84937,0.77951,0.84756,0.63971,1.38858,1.3755,1.98283,0.000578214,0.000578214,0.000578214
40,1653.5,1.03581,1.08937,1.36841,0.84937,0.77951,0.84756,0.63971,1.38858,1.3755,1.98283,0.000560536,0.000560536,0.000560536
41,1701.92,1.07477,1.11093,1.31232,0.80057,0.8125,0.895,0.71242,1.23567,1.339,1.83204,0.000542857,0.000542857,0.000542857
42,1752.76,1.05355,1.17922,1.35507,0.80057,0.8125,0.895,0.71242,1.23567,1.339,1.83204,0.000525179,0.000525179,0.000525179
43,1802.08,1.07085,1.20249,1.3977,0.85308,0.79473,0.895,0.68898,1.29987,1.36357,1.77083,0.0005075,0.0005075,0.0005075
44,1846.86,1.02401,1.17624,1.39791,0.85308,0.79473,0.895,0.68898,1.29987,1.36357,1.77083,0.000489821,0.000489821,0.000489821
45,1897.76,0.87635,0.90283,1.19055,0.81222,0.77477,0.94083,0.72188,1.28972,1.24934,1.76431,0.000472143,0.000472143,0.000472143
46,1939.7,0.93273,1.07244,1.30167,0.81222,0.77477,0.94083,0.72188,1.28972,1.24934,1.76431,0.000454464,0.000454464,0.000454464
47,1983.74,0.81415,0.77067,1.12777,0.81353,0.8125,0.92,0.66561,1.28412,1.28429,1.80782,0.000436786,0.000436786,0.000436786
48,2028.68,0.87302,0.91743,1.19384,0.81353,0.8125,0.92,0.66561,1.28412,1.28429,1.80782,0.000419107,0.000419107,0.000419107
49,2076.21,0.89187,0.81097,1.19476,0.79391,0.92841,0.97,0.67587,1.22983,1.31476,1.709,0.000401429,0.000401429,0.000401429
50,2117.27,0.7802,0.65441,1.15937,0.79391,0.92841,0.97,0.67587,1.22983,1.31476,1.709,0.00038375,0.00038375,0.00038375
51,2177.11,0.7352,0.76032,1.2321,0.80192,0.95512,0.9825,0.66226,1.26871,1.38067,1.7627,0.000366071,0.000366071,0.000366071
52,2217.14,0.77086,0.80944,1.11223,0.80192,0.95512,0.9825,0.66226,1.26871,1.38067,1.7627,0.000348393,0.000348393,0.000348393
53,2267.61,0.82732,0.74252,1.12476,0.70508,0.95117,0.97417,0.68443,1.27361,1.2913,1.72616,0.000330714,0.000330714,0.000330714
54,2309.88,0.85542,0.72113,1.12689,0.70508,0.95117,0.97417,0.68443,1.27361,1.2913,1.72616,0.000313036,0.000313036,0.000313036
55,2349.41,0.77714,0.83066,1.15577,0.77605,0.82793,0.94188,0.71129,1.21183,1.19492,1.58434,0.000295357,0.000295357,0.000295357
56,2394.11,0.75746,0.72924,1.14842,0.77605,0.82793,0.94188,0.71129,1.21183,1.19492,1.58434,0.000277679,0.000277679,0.000277679
57,2442.06,0.66615,0.68289,1.05826,0.78353,0.83124,0.96375,0.73792,1.13731,1.1834,1.48742,0.00026,0.00026,0.00026
58,2486.14,0.79234,0.73599,1.27432,0.78353,0.83124,0.96375,0.73792,1.13731,1.1834,1.48742,0.000242321,0.000242321,0.000242321
59,2524.09,0.86152,0.85587,1.16585,0.71881,0.91246,0.96375,0.70754,1.20211,1.11368,1.5163,0.000224643,0.000224643,0.000224643
60,2568.25,0.77391,0.77051,1.13613,0.71881,0.91246,0.96375,0.70754,1.20211,1.11368,1.5163,0.000206964,0.000206964,0.000206964
61,2610.27,0.65528,0.76522,1.2007,0.73365,0.9375,0.96028,0.7075,1.26904,1.1058,1.52619,0.000189286,0.000189286,0.000189286
62,2649.18,0.6574,0.60137,1.10499,0.73365,0.9375,0.96028,0.7075,1.26904,1.1058,1.52619,0.000171607,0.000171607,0.000171607
63,2688.78,0.71304,0.64626,1.2522,0.85377,0.89206,0.9575,0.71735,1.28161,1.1415,1.53205,0.000153929,0.000153929,0.000153929
64,2734.49,0.62058,0.60577,1.14885,0.85377,0.89206,0.9575,0.71735,1.28161,1.1415,1.53205,0.00013625,0.00013625,0.00013625
65,2786.31,0.63414,0.62065,1.13188,0.91925,0.8354,0.96028,0.7237,1.2923,1.25921,1.53278,0.000118571,0.000118571,0.000118571
66,2826.81,0.55983,0.56965,1.04039,0.91925,0.8354,0.96028,0.7237,1.2923,1.25921,1.53278,0.000100893,0.000100893,0.000100893
67,2871.62,0.70651,0.68014,1.25612,0.82287,0.87541,0.94465,0.70509,1.31834,1.35119,1.5365,8.32143e-05,8.32143e-05,8.32143e-05
68,2913.72,0.59286,0.57745,1.01589,0.82287,0.87541,0.94465,0.70509,1.31834,1.35119,1.5365,6.55357e-05,6.55357e-05,6.55357e-05
69,2956.05,0.65697,0.54591,1.11674,0.85964,0.86032,0.96028,0.71835,1.31447,1.28232,1.5534,4.78571e-05,4.78571e-05,4.78571e-05
70,2995.62,0.61834,0.66646,1.18669,0.85964,0.86032,0.96028,0.71835,1.31447,1.28232,1.5534,3.01786e-05,3.01786e-05,3.01786e-05
